E,03,0305,Three Bed Home,1574,East, N
E,03,0306,Three Bed Home,1596,East, N
E,04,0401,Two Bed Home,1173,East, N
E,04,0402,Two Bed Home,1173,West, N
E,04,0403,Two Bed Study,1350,North, N
E,04,0404,Two Bed Study,1350,North, N
E,04,0405,Three Bed Home,1574,East, N
E,04,0406,Three Bed Home,1639,East, N
E,05,0501,Two Bed Home,1173,East, N
E,05,0502,Two Bed Home,1173,West, N
E,05,0503,Two Bed Study,1350,North, N
E,05,0504,Two Bed Study,1350,North, N
E,05,0505,Three Bed Home,1574,East, N
E,05,0506,Three Bed Home,1596,East, N
E,06,0601,Two Bed Home,1173,East, N
E,06,0602,Two Bed Home,1173,West, N
E,06,0603,Two Bed Study,1350,North, N
E,06,0604,Two Bed Study,1350,North, N
E,06,0605,Three Bed Home,1574,East, N
E,06,0606,Three Bed Home,1596,East, N
E,07,0701,Two Bed Home,1173,East, N
E,07,0702,Two Bed Home,1173,West, N
E,07,0703,Two Bed Study,1350,North, N
E,07,0704,Two Bed Study,1350,North, N
E,07,0705,Three Bed Home,1574,East, N
E,07,0706,Three Bed Home,1639,East, N
E,08,0801,Two Bed Home,1173,East, N
E,08,0802,Two Bed Home,1173,West, N
E,08,0803,Two Bed Study,1350,North, N
E,08,0804,Two Bed Study,1350,North, N
E,08,0805,Three Bed Home,1574,East, N
E,08,0806,Three Bed Home,1596,East, N
E,09,0901,Two Bed Home,1173,East, N
E,09,0902,Two Bed Home,1173,West, N
E,09,0903,Two Bed Study,1350,North, N
E,09,0904,Two Bed Study,1350,North, N
E,09,0905,Three Bed Home,1574,East, N
E,09,0906,Three Bed Home,1596,East, N
E,10,1001,Two Bed Home,1173,East, N
E,10,1002,Two Bed Home,1173,West, N
E,10,1003,Two Bed Study,1350,North, N
E,10,1004,Two Bed Study,1350,North, N
E,10,1005,Three Bed Home,1574,East, N
E,10,1006,Three Bed Home,1639,East, N
E,11,1101,Two Bed Home,1173,East, N
E,11,1102,Two Bed Home,1173,West, N
E,11,1103,Two Bed Study,1350,North, N
E,11,1104,Two Bed Study,1350,North, N
E,11,1105,Three Bed Home,1574,East, N
E,11,1106,Three Bed Home,1596,East, N
E,12,1201,Two Bed Home,1173,East, N
E,12,1202,Two Bed Home,1173,West, N
E,12,1203,Two Bed Study,1350,North, N
E,12,1204,Two Bed Study,1350,North, N
E,12,1205,Three Bed Home,1574,East, N
E,12,1206,Three Bed Home,1596,East, N
E,13,1301,Two Bed Home,1173,East, N
E,13,1302,Two Bed Home,1173,West, N
E,13,1303,Two Bed Study,1350,North, N
E,13,1304,Two Bed Study,1350,North, N
E,13,1305,Three Bed Home,1574,East, N
E,13,1306,Three Bed Home,1639,East, N
E,14,1401,Two Bed Home,1173,East, N
E,14,1402,Two Bed Home,1173,West, N
E,14,1403,Two Bed Study,1350,North, N
E,14,1404,Two Bed Study,1350,North, N
E,14,1405,Three Bed Home,1574,East, N
E,14,1406,Three Bed Home,1596,East, N
E,15,1501,Two Bed Home,1173,East, N
E,15,1502,Two Bed Home,1173,West, N
E,15,1503,Two Bed Study,1350,North, N
E,15,1504,Two Bed Study,1350,North, N
E,15,1505,Three Bed Home,1574,East, N
E,15,1506,Three Bed Home,1596,East, N
E,16,1601,Two Bed Home,1173,East, N
E,16,1602,Two Bed Home,1173,West, N
E,16,1603,Two Bed Study,1350,North, N
E,16,1604,Two Bed Study,1350,North, N
E,16,1605,Three Bed Home,1574,East, N
E,16,1606,Three Bed Home,1639,East, N
E,17,1701,Two Bed Home,1173,East, N
E,17,1702,Two Bed Home,1173,West, N
E,17,1703,Two Bed Study,1350,North, N
E,17,1704,Two Bed Study,1350,North, N
E,17,1705,Three Bed Home,1574,East, N
E,17,1706,Three Bed Home,1596,East, N
E,18,1801,Two Bed Home,1173,East, N
E,18,1802,Two Bed Home,1173,West, N
E,18,1803,Two Bed Study,1350,North, N
E,18,1804,Two Bed Study,1350,North, N
E,18,1805,Three Bed Home,1574,East, N
E,18,1806,Three Bed Home,1596,East, N
